association,choicematrix,clozeassociation,code,formulaV2,imageclozeassociation,mcq,plaintext,shorttext,sortlist
0.8214285714285714,0.4,0.6,0.7644787644787645,1.0,0.5,0.7271364317841079,1.0,0.6666666666666666,0.0
0.6896551724137931,0.3333333333333333,0.6,0.4963855421686747,1.0,1.0,0.6355013550135501,1.0,0.6363636363636364,0.0
0.5,0.4,0.2,0.3208791208791209,0.0,1.0,0.6188340807174888,0.0,0.0,0.0
0.8928571428571429,0.4,1.0,0.7587548638132295,1.0,0.5,0.87701317715959,1.0,0.5,1.0
0.0,0.5,0.0,0.8505747126436781,0.0,0.0,0.7297297297297297,0.0,0.0,0.0
0.6785714285714286,0.4,0.4,0.6079136690647482,0.0,1.0,0.623718887262079,1.0,0.5,0.0
0.8928571428571429,0.2,0.8,0.5546666666666666,0.0,0.0,0.8009049773755657,1.0,1.0,1.0
0.39285714285714285,0.2,0.6,0.5221843003412969,0.0,0.5,0.5817091454272864,1.0,0.16666666666666666,0.0
0.7037037037037037,0.2,0.6,0.5822784810126582,1.0,0.5,0.542,1.0,0.0,0.0
0.8333333333333334,0.5,1.0,0.5436241610738255,0.0,0.0,0.5595238095238095,1.0,0.0,0.0
0.4074074074074074,0.0,0.2,0.35384615384615387,0.0,0.0,0.3182711198428291,1.0,0.0,0.0
0.85,0.4,0.8,0.7416267942583732,1.0,0.5,0.6993464052287581,1.0,1.0,1.0
1.0,0.6,1.0,0.90625,1.0,0.5,0.8470764617691154,1.0,0.8333333333333334,1.0
0.6,0.0,0.0,0.6090909090909091,0.0,0.0,0.5107142857142857,1.0,0.0,1.0
0.64,0.4,0.5,0.5,0.0,0.5,0.4064516129032258,1.0,0.25,0.0
0.625,0.6,0.4,0.7791411042944786,1.0,1.0,0.7121495327102804,1.0,1.0,0.0
0.3333333333333333,0.2222222222222222,0.2,0.23469387755102042,0.0,0.0,0.3812080536912752,1.0,0.0,0.0
0.9032258064516129,0.3333333333333333,1.0,0.7756410256410257,1.0,0.0,0.810062893081761,1.0,0.6153846153846154,1.0
0.72,0.4,0.8,0.6360424028268551,1.0,1.0,0.6678023850085179,1.0,0.8333333333333334,1.0
0.8148148148148148,0.4,0.4,0.4825174825174825,0.0,0.5,0.8667883211678832,1.0,0.25,1.0
0.6875,0.0,0.5,0.5265486725663717,0.0,0.0,0.6137931034482759,1.0,0.0,0.0
0.6363636363636364,0.0,0.0,0.5082872928176796,1.0,0.0,0.5952380952380952,1.0,0.0,1.0
0.9285714285714286,0.4,1.0,0.8401639344262295,1.0,0.5,0.8054298642533937,1.0,0.5,1.0
0.6774193548387096,0.5,0.4,0.4369565217391304,1.0,0.5,0.5901639344262295,1.0,0.6153846153846154,1.0
0.9642857142857143,1.0,1.0,0.9067796610169492,1.0,0.5,0.9155354449472096,1.0,1.0,1.0
0.0,0.0,0.0,0.4489795918367347,0.0,0.0,0.6,0.0,0.0,0.0
0.7142857142857143,0.25,0.3333333333333333,0.794392523364486,0.0,1.0,0.5357142857142857,1.0,0.0,0.0
0.6666666666666666,0.2,0.8,0.5013192612137203,1.0,0.5,0.5322997416020672,1.0,0.25,1.0
0.8571428571428571,0.2,0.8,0.7832699619771863,1.0,0.5,0.821376281112738,1.0,0.6666666666666666,1.0
0.0,0.0,0.0,0.723404255319149,0.0,0.0,0.7391304347826086,0.0,0.0,0.0
0.8823529411764706,0.0,0.0,0.8977272727272727,1.0,0.0,0.8777777777777778,1.0,0.6666666666666666,0.0
0.8571428571428571,0.0,0.6,0.8715596330275229,1.0,0.5,0.712143928035982,1.0,1.0,1.0
0.8928571428571429,0.4,0.8,0.55078125,1.0,0.5,0.49321266968325794,1.0,0.8333333333333334,0.0
0.7857142857142857,0.2,0.8,0.5241935483870968,1.0,0.5,0.7573529411764706,1.0,0.6666666666666666,0.0
0.7857142857142857,0.8,0.8,0.7475409836065574,1.0,1.0,0.8050974512743628,1.0,1.0,1.0
0.9285714285714286,0.4,0.6,0.6303030303030303,1.0,0.5,0.7811094452773614,1.0,0.16666666666666666,1.0
0.6,0.0,0.0,0.39622641509433965,1.0,0.0,0.55,1.0,0.3333333333333333,0.0
0.8928571428571429,0.2,0.8,0.649390243902439,1.0,1.0,0.7421289355322339,1.0,0.5,1.0
0.9642857142857143,0.8,1.0,0.869198312236287,0.0,0.5,0.8008784773060029,1.0,0.3333333333333333,1.0
0.5,0.2,0.4,0.3005952380952381,0.0,0.5,0.5220588235294118,1.0,0.0,0.0
0.6666666666666666,0.0,0.2,0.6323529411764706,0.0,1.0,0.42028985507246375,0.0,0.0,0.0
0.7142857142857143,0.6,1.0,0.5327635327635327,1.0,0.5,0.6621417797888386,1.0,0.6666666666666666,0.0
0.6774193548387096,0.16666666666666666,0.6,0.6773255813953488,1.0,0.5,0.71,1.0,0.7692307692307693,0.0
0.8571428571428571,0.0,0.0,0.6388888888888888,1.0,0.0,0.6308724832214765,0.0,1.0,0.0
0.8214285714285714,0.2,0.6,0.5401459854014599,1.0,0.5,0.6764705882352942,1.0,0.5,1.0
0.7142857142857143,0.4,0.4,0.6288659793814433,1.0,0.5,0.6202723146747352,1.0,0.5,0.0
0.7777777777777778,0.0,0.6,0.8037383177570093,1.0,0.5,0.7082294264339152,1.0,0.25,1.0
0.6190476190476191,0.0,0.0,0.6166666666666667,1.0,0.0,0.4134275618374558,1.0,0.25,0.0
0.6551724137931034,0.3333333333333333,0.6,0.40860215053763443,1.0,1.0,0.5492577597840755,1.0,0.45454545454545453,1.0
0.2222222222222222,0.0,0.0,0.4,0.0,0.0,0.2644628099173554,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
0.8148148148148148,0.0,0.75,0.5386996904024768,0.0,0.5,0.6097946287519748,1.0,1.0,0.0
0.9285714285714286,0.4,0.6,0.8185840707964602,0.0,0.5,0.7873303167420814,1.0,0.5,1.0
0.4074074074074074,0.0,0.4,0.43824701195219123,0.0,0.5,0.39148073022312374,1.0,0.25,0.0
0.5161290322580645,0.16666666666666666,0.6,0.3540856031128405,1.0,0.5,0.5439276485788114,1.0,0.15384615384615385,0.0
0.15384615384615385,0.0,0.4,0.3940677966101695,0.0,1.0,0.3473282442748092,1.0,0.0,0.0
0.2222222222222222,0.0,0.4,0.3170212765957447,0.0,1.0,0.37738619676945667,1.0,0.0,0.0
0.8571428571428571,0.4,1.0,0.7366548042704626,1.0,1.0,0.7901049475262368,1.0,0.8333333333333334,1.0
0.5,0.2,0.2,0.6612903225806451,0.0,0.5,0.47518796992481205,1.0,0.5,0.0
0.7333333333333333,0.25,0.0,0.5957446808510638,0.0,0.0,0.7022653721682848,1.0,0.0,0.0
0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.4,0.0,0.0,0.0
0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.9444444444444444,0.0,0.0,0.0
0.5714285714285714,0.0,0.6,0.24784853700516352,1.0,0.5,0.4,1.0,0.16666666666666666,0.0
0.6451612903225806,0.16666666666666666,0.6,0.6040268456375839,1.0,0.5,0.5371069182389937,1.0,0.23076923076923078,1.0
0.35714285714285715,0.4,0.4,0.5461254612546126,1.0,0.5,0.4332833583208396,1.0,0.5,0.0
1.0,0.5,1.0,0.922077922077922,0.0,0.0,0.7090909090909091,0.0,0.0,0.0
0.8214285714285714,0.0,0.8,0.4916864608076009,1.0,0.5,0.5954887218045113,1.0,0.6666666666666666,0.0
0.7142857142857143,0.4,0.6,0.6590038314176245,0.0,0.5,0.589622641509434,1.0,0.3333333333333333,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
0.6785714285714286,0.6,0.8,0.7593123209169055,0.0,0.5,0.5675675675675675,1.0,0.6666666666666666,1.0
0.7142857142857143,0.4,1.0,0.5698324022346368,1.0,0.5,0.7013574660633484,1.0,0.8333333333333334,0.0
0.8214285714285714,0.2,0.8,0.7510917030567685,1.0,0.5,0.7706146926536732,1.0,0.25,0.0
0.7692307692307693,0.4,0.8,0.688622754491018,0.0,1.0,0.6500994035785288,1.0,0.0,0.0
0.8571428571428571,0.2,0.8,0.8767123287671232,1.0,0.5,0.724812030075188,1.0,0.8333333333333334,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0
0.8571428571428571,0.2,0.4,0.790929203539823,1.0,0.5,0.6586466165413534,1.0,0.16666666666666666,0.0
0.4666666666666667,0.0,0.0,0.7023809523809523,1.0,0.0,0.5181058495821727,1.0,1.0,0.0
0.7142857142857143,0.2,0.8,0.6545454545454545,1.0,0.5,0.6220588235294118,1.0,0.3333333333333333,0.0
0.8928571428571429,1.0,1.0,0.8358531317494601,1.0,1.0,0.7997021593447505,1.0,0.3333333333333333,1.0
0.9285714285714286,0.6,1.0,0.8803418803418803,1.0,0.5,0.8860569715142429,1.0,0.8333333333333334,1.0
0.8928571428571429,0.2,0.8,0.5375302663438256,0.0,0.5,0.7862371888726208,1.0,0.5,1.0
0.9629629629629629,0.6,1.0,0.7333333333333333,1.0,0.5,0.952,1.0,0.75,1.0
0.8928571428571429,0.4,0.8,0.6517857142857143,1.0,0.5,0.7416734362307067,1.0,0.6666666666666666,1.0
0.7142857142857143,0.2,0.4,0.6415094339622641,1.0,0.5,0.4976958525345622,1.0,0.0,0.0
0.0,0.0,0.0,0.6,0.0,0.0,0.5333333333333333,0.0,0.0,0.0
0.9642857142857143,0.4,0.8,0.847457627118644,1.0,1.0,0.8935532233883059,1.0,0.8333333333333334,1.0
0.7142857142857143,0.2,0.6,0.5548780487804879,1.0,0.5,0.6852122986822841,1.0,0.5,0.0
0.631578947368421,0.0,0.0,0.5957446808510638,1.0,0.0,0.4076086956521739,1.0,0.0,0.0
0.8214285714285714,0.4,0.8,0.6920152091254753,1.0,0.5,0.6471449487554904,1.0,0.6666666666666666,1.0
0.9285714285714286,0.6,0.8,0.7545126353790613,1.0,0.5,0.8580060422960725,1.0,0.3333333333333333,1.0
0.8571428571428571,0.8,1.0,0.892018779342723,0.0,0.5,0.7901049475262368,1.0,0.8333333333333334,0.0
0.9285714285714286,0.8,0.8,0.6550632911392406,0.0,1.0,0.8483483483483484,1.0,0.8333333333333334,1.0
0.52,0.4,0.4,0.475,0.0,0.0,0.47709320695102686,1.0,0.0,0.0
0.46153846153846156,0.4,0.2,0.36283185840707965,1.0,1.0,0.5,1.0,1.0,1.0
0.7307692307692307,0.2,0.4,0.49110320284697506,0.0,0.0,0.5418181818181819,1.0,0.0,0.0
0.8,0.0,0.0,0.7323943661971831,1.0,0.0,0.7960893854748603,1.0,1.0,0.0
0.17857142857142858,0.0,0.2,0.363914373088685,1.0,0.0,0.2790346907993967,1.0,0.0,1.0
0.6363636363636364,0.2,0.6,0.5055762081784386,1.0,0.5,0.47642679900744417,1.0,0.5,0.0
0.0,0.0,0.0,0.7096774193548387,0.0,0.0,0.7222222222222222,0.0,0.0,0.0
0.9655172413793104,0.6666666666666666,0.8,0.8673835125448028,1.0,1.0,0.8672922252010724,1.0,0.8181818181818182,1.0
0.8928571428571429,0.2,0.6,0.6992481203007519,1.0,0.5,0.7451274362818591,1.0,1.0,1.0
0.6896551724137931,0.3333333333333333,0.6,0.7236363636363636,1.0,0.5,0.7507936507936508,1.0,0.5555555555555556,1.0
0.75,1.0,0.8,0.7595628415300546,0.0,1.0,0.7480916030534351,1.0,0.0,0.0
1.0,0.6,1.0,0.8133333333333334,0.0,1.0,0.8638132295719845,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0
0.9285714285714286,0.8,0.8,0.91324200913242,1.0,0.5,0.8541353383458646,1.0,1.0,1.0
0.6153846153846154,0.0,0.7,0.5830903790087464,0.0,0.5,0.53,1.0,0.0,0.0
0.52,0.0,0.25,0.5636363636363636,1.0,0.5,0.4070175438596491,1.0,1.0,1.0
0.0,0.0,0.0,0.423728813559322,0.0,0.0,0.816,0.0,0.0,0.0
0.8928571428571429,0.4,0.8,0.8200836820083682,1.0,0.5,0.8478915662650602,1.0,1.0,1.0
0.35,0.0,0.0,0.40540540540540543,0.0,0.0,0.30149253731343284,1.0,0.0,0.0
