student_id,association,choicematrix,clozeassociation,code,formulaV2,imageclozeassociation,mcq,plaintext,shorttext,sortlist,cluster
001824fb-a2fd-431d-aef6-7a1250d97a62,0.8214285714285714,0.4,0.6,0.7644787644787645,1.0,0.5,0.7271364317841079,1.0,0.6666666666666666,0.0,2
0096491a-77bf-4e79-b906-fc7a8e5e57a6,0.6896551724137931,0.3333333333333333,0.6,0.4963855421686747,1.0,1.0,0.6355013550135501,1.0,0.6363636363636364,0.0,2
00a53a52-aa0e-4ddc-afa8-2c50c21dfd03,0.5,0.4,0.2,0.3208791208791209,0.0,1.0,0.6188340807174888,0.0,0.0,0.0,4
00fe5bb2-6b64-4a36-a706-eac4dc124ea7,0.8928571428571429,0.4,1.0,0.7587548638132295,1.0,0.5,0.87701317715959,1.0,0.5,1.0,1
016e2fcf-0cc2-42ad-844d-e1057b5081cc,0.0,0.5,0.0,0.8505747126436781,0.0,0.0,0.7297297297297297,0.0,0.0,0.0,4
01805fac-7187-40e3-8a7e-1dda3c6c87f2,0.6785714285714286,0.4,0.4,0.6079136690647482,0.0,1.0,0.623718887262079,1.0,0.5,0.0,0
01916072-ae3f-4b46-b2b4-b0c22e16e5f6,0.8928571428571429,0.2,0.8,0.5546666666666666,0.0,0.0,0.8009049773755657,1.0,1.0,1.0,3
01bd8559-8276-4299-9ee4-248c4b4af2a9,0.39285714285714285,0.2,0.6,0.5221843003412969,0.0,0.5,0.5817091454272864,1.0,0.16666666666666666,0.0,0
01c9c228-e4ef-4864-a99d-98c3aa0cd946,0.7037037037037037,0.2,0.6,0.5822784810126582,1.0,0.5,0.542,1.0,0.0,0.0,2
0214e114-d21a-4d46-b6a2-45db4612be5a,0.8333333333333334,0.5,1.0,0.5436241610738255,0.0,0.0,0.5595238095238095,1.0,0.0,0.0,0
0261c9c1-483f-4733-85a0-ed19228d176a,0.4074074074074074,0.0,0.2,0.35384615384615387,0.0,0.0,0.3182711198428291,1.0,0.0,0.0,0
02a9a8b4-e2f3-4b53-a246-78dd02bb2d03,0.85,0.4,0.8,0.7416267942583732,1.0,0.5,0.6993464052287581,1.0,1.0,1.0,1
02b7468a-2c49-474d-8c6b-3188904fd85e,1.0,0.6,1.0,0.90625,1.0,0.5,0.8470764617691154,1.0,0.8333333333333334,1.0,1
02d6a04a-63fb-4a50-8580-eef3c9a53ffe,0.6,0.0,0.0,0.6090909090909091,0.0,0.0,0.5107142857142857,1.0,0.0,1.0,3
02f0e278-71bf-4b08-aa39-9998e981cd20,0.64,0.4,0.5,0.5,0.0,0.5,0.4064516129032258,1.0,0.25,0.0,0
0346e6a3-d123-4e14-a86d-fbcefeb6eb86,0.625,0.6,0.4,0.7791411042944786,1.0,1.0,0.7121495327102804,1.0,1.0,0.0,2
03dbe2da-aa81-49d5-8afc-610b4aa0fa0a,0.3333333333333333,0.2222222222222222,0.2,0.23469387755102042,0.0,0.0,0.3812080536912752,1.0,0.0,0.0,0
03e91d96-b20b-4938-8e6f-69389ba9279b,0.9032258064516129,0.3333333333333333,1.0,0.7756410256410257,1.0,0.0,0.810062893081761,1.0,0.6153846153846154,1.0,1
03fefe56-a52f-49fe-9cd8-b183e9badc58,0.72,0.4,0.8,0.6360424028268551,1.0,1.0,0.6678023850085179,1.0,0.8333333333333334,1.0,1
04067640-781a-42ff-b3a8-902eec509614,0.8148148148148148,0.4,0.4,0.4825174825174825,0.0,0.5,0.8667883211678832,1.0,0.25,1.0,3
040852c0-3b9c-4fc6-8229-d7ba8264e9ce,0.6875,0.0,0.5,0.5265486725663717,0.0,0.0,0.6137931034482759,1.0,0.0,0.0,0
041a771b-41cc-4b36-928d-ec321f918db5,0.6363636363636364,0.0,0.0,0.5082872928176796,1.0,0.0,0.5952380952380952,1.0,0.0,1.0,1
04347fe5-e55a-4adc-86f2-a156ddfcfc13,0.9285714285714286,0.4,1.0,0.8401639344262295,1.0,0.5,0.8054298642533937,1.0,0.5,1.0,1
045d0e87-585c-4126-a2c0-c744effb11b2,0.6774193548387096,0.5,0.4,0.4369565217391304,1.0,0.5,0.5901639344262295,1.0,0.6153846153846154,1.0,1
046b8105-a127-496b-8af0-9fccd7d70dae,0.9642857142857143,1.0,1.0,0.9067796610169492,1.0,0.5,0.9155354449472096,1.0,1.0,1.0,1
046c4be5-49ef-4fe6-baa4-4062d249253a,0.0,0.0,0.0,0.4489795918367347,0.0,0.0,0.6,0.0,0.0,0.0,4
04d9d1a9-bfa0-4ac5-a307-884e542bc58e,0.7142857142857143,0.25,0.3333333333333333,0.794392523364486,0.0,1.0,0.5357142857142857,1.0,0.0,0.0,0
04e5447c-0f3f-48c0-9ba8-5e7412d7c098,0.6666666666666666,0.2,0.8,0.5013192612137203,1.0,0.5,0.5322997416020672,1.0,0.25,1.0,1
05171e5f-ae7c-47c6-bcc8-72473067a82a,0.8571428571428571,0.2,0.8,0.7832699619771863,1.0,0.5,0.821376281112738,1.0,0.6666666666666666,1.0,1
052d3e01-6ab0-4d7c-8f16-093b518f1e61,0.0,0.0,0.0,0.723404255319149,0.0,0.0,0.7391304347826086,0.0,0.0,0.0,4
0538d48f-2eeb-4db8-a265-f514f1c844a3,0.8823529411764706,0.0,0.0,0.8977272727272727,1.0,0.0,0.8777777777777778,1.0,0.6666666666666666,0.0,2
0556b794-cd80-4af6-8cfa-8055462c215a,0.8571428571428571,0.0,0.6,0.8715596330275229,1.0,0.5,0.712143928035982,1.0,1.0,1.0,1
05588964-8577-4b9f-9a5e-ddb770184d3c,0.8928571428571429,0.4,0.8,0.55078125,1.0,0.5,0.49321266968325794,1.0,0.8333333333333334,0.0,2
057fe0c9-8856-45dd-9baa-e016cd88a343,0.7857142857142857,0.2,0.8,0.5241935483870968,1.0,0.5,0.7573529411764706,1.0,0.6666666666666666,0.0,2
059a058b-784a-4a5e-8688-11ee7c2dd5e7,0.7857142857142857,0.8,0.8,0.7475409836065574,1.0,1.0,0.8050974512743628,1.0,1.0,1.0,1
062f021e-8297-41e6-a8fe-54a382ab7404,0.9285714285714286,0.4,0.6,0.6303030303030303,1.0,0.5,0.7811094452773614,1.0,0.16666666666666666,1.0,1
065cdb33-9229-4886-a547-0f2927f92783,0.6,0.0,0.0,0.39622641509433965,1.0,0.0,0.55,1.0,0.3333333333333333,0.0,2
067a0c19-4dc2-4607-8fec-6f68d252990c,0.8928571428571429,0.2,0.8,0.649390243902439,1.0,1.0,0.7421289355322339,1.0,0.5,1.0,1
06b816c0-a9fe-43ab-9bf0-670a447aea1e,0.9642857142857143,0.8,1.0,0.869198312236287,0.0,0.5,0.8008784773060029,1.0,0.3333333333333333,1.0,3
06da057a-0980-4de8-81e9-897af6212678,0.5,0.2,0.4,0.3005952380952381,0.0,0.5,0.5220588235294118,1.0,0.0,0.0,0
073c1155-c6f1-451a-b22d-3508d041dce3,0.6666666666666666,0.0,0.2,0.6323529411764706,0.0,1.0,0.42028985507246375,0.0,0.0,0.0,4
0780b2c5-b260-4a31-816e-e91ce8b403a0,0.7142857142857143,0.6,1.0,0.5327635327635327,1.0,0.5,0.6621417797888386,1.0,0.6666666666666666,0.0,2
0790387e-e285-442d-b660-a004d0a5a16f,0.6774193548387096,0.16666666666666666,0.6,0.6773255813953488,1.0,0.5,0.71,1.0,0.7692307692307693,0.0,2
07f3861b-76b1-4e68-9fd0-ffd825ffcf33,0.8571428571428571,0.0,0.0,0.6388888888888888,1.0,0.0,0.6308724832214765,0.0,1.0,0.0,2
0800fffe-dc11-4314-82ab-08536eb681d0,0.8214285714285714,0.2,0.6,0.5401459854014599,1.0,0.5,0.6764705882352942,1.0,0.5,1.0,1
08706d0e-b702-4d98-87a3-1e74641e1751,0.7142857142857143,0.4,0.4,0.6288659793814433,1.0,0.5,0.6202723146747352,1.0,0.5,0.0,2
0884c0c0-8a62-4bcd-91a7-d951659cc464,0.7777777777777778,0.0,0.6,0.8037383177570093,1.0,0.5,0.7082294264339152,1.0,0.25,1.0,1
088695e4-8624-405c-b33c-548ec48d7fdb,0.6190476190476191,0.0,0.0,0.6166666666666667,1.0,0.0,0.4134275618374558,1.0,0.25,0.0,2
08929fc3-2331-4c9a-bd15-68147ea87d01,0.6551724137931034,0.3333333333333333,0.6,0.40860215053763443,1.0,1.0,0.5492577597840755,1.0,0.45454545454545453,1.0,1
089ef137-67e0-491e-b52e-fe60aae93470,0.2222222222222222,0.0,0.0,0.4,0.0,0.0,0.2644628099173554,1.0,0.0,0.0,0
08ace730-4e6b-407e-9c64-eced34da6b18,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,4
08b8a222-046a-44d7-a609-9e2ba5dbdec5,0.8148148148148148,0.0,0.75,0.5386996904024768,0.0,0.5,0.6097946287519748,1.0,1.0,0.0,0
0938d6c6-459e-4557-9d41-7e58d98ab90b,0.9285714285714286,0.4,0.6,0.8185840707964602,0.0,0.5,0.7873303167420814,1.0,0.5,1.0,3
09f6d521-d08e-4d79-af38-b5363a5fcddb,0.4074074074074074,0.0,0.4,0.43824701195219123,0.0,0.5,0.39148073022312374,1.0,0.25,0.0,0
0a1c6dbe-74fc-4984-9721-f301535753a4,0.5161290322580645,0.16666666666666666,0.6,0.3540856031128405,1.0,0.5,0.5439276485788114,1.0,0.15384615384615385,0.0,2
0a60d788-270d-4ded-9c9b-3bb0da080d04,0.15384615384615385,0.0,0.4,0.3940677966101695,0.0,1.0,0.3473282442748092,1.0,0.0,0.0,0
